id,Hardness
10407,5.599825052484283
10408,4.823232323232325
10409,2.956521739130434
10410,5.599825052484283
10411,3.557142857142854
10412,2.9758064516129035
10413,2.956521739130434
10414,5.401639344262294
10415,5.599825052484283
10416,2.7563636363636363
10417,5.599825052484283
10418,2.7563636363636363
10419,5.599825052484283
10420,2.87037037037037
10421,5.599825052484283
10422,2.9028571428571417
10423,2.2818181818181817
10424,5.113714285714281
10425,5.599825052484283
10426,5.599825052484283
10427,2.7563636363636363
10428,4.11573033707864
10429,5.401639344262294
10430,5.599825052484283
10431,3.557142857142854
10432,5.599825052484283
10433,5.599825052484283
10434,2.5051813471502613
10435,4.67741935483871
10436,4.1333333333333355
10437,2.5051813471502613
10438,2.5051813471502613
10439,5.113714285714281
10440,5.599825052484283
10441,2.9758064516129035
10442,5.1
10443,5.599825052484283
10444,5.599825052484283
10445,5.599825052484283
10446,3.557142857142854
10447,3.131578947368421
10448,5.599825052484283
10449,2.9028571428571417
10450,4.11573033707864
10451,5.599825052484283
10452,5.599825052484283
10453,5.113714285714281
10454,5.599825052484283
10455,4.11573033707864
10456,6.0200000000000005
10457,5.599825052484283
10458,4.665909090909093
10459,4.11573033707864
10460,2.5051813471502613
10461,4.504477611940301
10462,5.113714285714281
10463,5.599825052484283
10464,2.5051813471502613
10465,4.1333333333333355
10466,4.823232323232325
10467,4.11573033707864
10468,4.665909090909093
10469,5.599825052484283
10470,3.9800000000000004
10471,5.599825052484283
10472,5.599825052484283
10473,4.11573033707864
10474,5.599825052484283
10475,5.599825052484283
10476,2.956521739130434
10477,5.113714285714281
10478,4.11573033707864
10479,5.599825052484283
10480,4.67741935483871
10481,5.599825052484283
10482,3.375
10483,5.113714285714281
10484,5.599825052484283
10485,4.1333333333333355
10486,3.557142857142854
10487,2.7563636363636363
10488,3.557142857142854
10489,5.599825052484283
10490,5.599825052484283
10491,4.504477611940301
10492,4.11573033707864
10493,5.599825052484283
10494,5.401639344262294
10495,2.5051813471502613
10496,5.599825052484283
10497,5.599825052484283
10498,4.11573033707864
10499,5.599825052484283
10500,3.30625
10501,3.1500000000000004
10502,5.599825052484283
10503,5.113714285714281
10504,5.599825052484283
10505,5.761538461538461
10506,4.665909090909093
10507,5.599825052484283
10508,4.1333333333333355
10509,3.161538461538462
10510,5.599825052484283
10511,5.113714285714281
10512,5.599825052484283
10513,5.599825052484283
10514,5.599825052484283
10515,5.599825052484283
10516,5.599825052484283
10517,4.665909090909093
10518,5.599825052484283
10519,3.131578947368421
10520,5.113714285714281
10521,5.113714285714281
10522,5.599825052484283
10523,5.599825052484283
10524,5.599825052484283
10525,4.823232323232325
10526,4.332231404958679
10527,5.599825052484283
10528,5.599825052484283
10529,2.7563636363636363
10530,5.599825052484283
10531,5.599825052484283
10532,5.599825052484283
10533,4.332231404958679
10534,5.599825052484283
10535,5.401639344262294
10536,4.332231404958679
10537,5.599825052484283
10538,5.599825052484283
10539,5.599825052484283
10540,5.599825052484283
10541,4.332231404958679
10542,4.11573033707864
10543,2.5051813471502613
10544,4.504477611940301
10545,5.599825052484283
10546,3.30625
10547,2.5051813471502613
10548,2.9758064516129035
10549,5.599825052484283
10550,4.11573033707864
10551,5.599825052484283
10552,5.599825052484283
10553,2.7563636363636363
10554,3.185714285714286
10555,3.557142857142854
10556,5.599825052484283
10557,5.599825052484283
10558,2.9758064516129035
10559,2.5051813471502613
10560,4.332231404958679
10561,3.161538461538462
10562,5.599825052484283
10563,2.87037037037037
10564,5.599825052484283
10565,4.11573033707864
10566,5.599825052484283
10567,2.9571428571428577
10568,5.599825052484283
10569,5.599825052484283
10570,2.5051813471502613
10571,5.599825052484283
10572,3.30625
10573,2.5051813471502613
10574,5.599825052484283
10575,5.401639344262294
10576,3.557142857142854
10577,5.599825052484283
10578,5.113714285714281
10579,3.557142857142854
10580,2.5051813471502613
10581,3.557142857142854
10582,5.599825052484283
10583,5.599825052484283
10584,4.823232323232325
10585,2.7563636363636363
10586,5.599825052484283
10587,2.5051813471502613
10588,4.67741935483871
10589,4.11573033707864
10590,5.599825052484283
10591,2.5051813471502613
10592,2.5051813471502613
10593,5.599825052484283
10594,5.113714285714281
10595,4.8
10596,4.11573033707864
10597,3.131578947368421
10598,5.599825052484283
10599,5.5
10600,5.599825052484283
10601,5.113714285714281
10602,4.1333333333333355
10603,2.9758064516129035
10604,5.401639344262294
10605,4.67741935483871
10606,5.599825052484283
10607,2.5051813471502613
10608,4.11573033707864
10609,5.599825052484283
10610,4.332231404958679
10611,4.504477611940301
10612,5.599825052484283
10613,2.463999999999999
10614,2.9028571428571417
10615,5.599825052484283
10616,5.599825052484283
10617,5.599825052484283
10618,4.11573033707864
10619,5.599825052484283
10620,2.9758064516129035
10621,2.5051813471502613
10622,4.11573033707864
10623,5.599825052484283
10624,5.599825052484283
10625,4.11573033707864
10626,2.5051813471502613
10627,2.032142857142857
10628,5.599825052484283
10629,5.599825052484283
10630,4.11573033707864
10631,4.11573033707864
10632,5.509090909090909
10633,5.599825052484283
10634,4.332231404958679
10635,5.599825052484283
10636,5.599825052484283
10637,3.557142857142854
10638,2.5051813471502613
10639,5.599825052484283
10640,3.557142857142854
10641,3.131578947368421
10642,2.5051813471502613
10643,4.11573033707864
10644,4.11573033707864
10645,5.113714285714281
10646,5.599825052484283
10647,2.5051813471502613
10648,5.113714285714281
10649,5.599825052484283
10650,5.599825052484283
10651,4.823232323232325
10652,5.599825052484283
10653,3.9800000000000004
10654,5.599825052484283
10655,4.11573033707864
10656,4.11573033707864
10657,5.5
10658,4.11573033707864
10659,5.599825052484283
10660,2.7563636363636363
10661,5.599825052484283
10662,5.599825052484283
10663,2.5051813471502613
10664,5.599825052484283
10665,4.665909090909093
10666,5.599825052484283
10667,2.8
10668,5.599825052484283
10669,5.599825052484283
10670,3.557142857142854
10671,2.5051813471502613
10672,5.113714285714281
10673,4.504477611940301
10674,2.5051813471502613
10675,4.1333333333333355
10676,4.823232323232325
10677,2.9028571428571417
10678,5.599825052484283
10679,5.599825052484283
10680,4.11573033707864
10681,5.599825052484283
10682,5.113714285714281
10683,5.599825052484283
10684,2.5051813471502613
10685,5.599825052484283
10686,4.11573033707864
10687,4.504477611940301
10688,4.11573033707864
10689,5.113714285714281
10690,2.87037037037037
10691,2.5051813471502613
10692,2.9758064516129035
10693,5.599825052484283
10694,5.599825052484283
10695,3.161538461538462
10696,5.113714285714281
10697,7.5
10698,3.131578947368421
10699,5.599825052484283
10700,5.599825052484283
10701,4.332231404958679
10702,5.599825052484283
10703,2.5051813471502613
10704,4.6
10705,3.557142857142854
10706,5.599825052484283
10707,4.823232323232325
10708,2.5051813471502613
10709,3.557142857142854
10710,3.375
10711,5.599825052484283
10712,2.9758064516129035
10713,5.401639344262294
10714,5.599825052484283
10715,5.113714285714281
10716,5.599825052484283
10717,5.401639344262294
10718,5.599825052484283
10719,5.599825052484283
10720,5.113714285714281
10721,5.599825052484283
10722,2.5051813471502613
10723,5.599825052484283
10724,5.599825052484283
10725,2.0564102564102558
10726,5.113714285714281
10727,2.0564102564102558
10728,5.599825052484283
10729,3.557142857142854
10730,2.5051813471502613
10731,5.599825052484283
10732,5.599825052484283
10733,5.599825052484283
10734,5.599825052484283
10735,5.401639344262294
10736,4.67741935483871
10737,5.599825052484283
10738,3.557142857142854
10739,2.9758064516129035
10740,4.332231404958679
10741,4.6
10742,5.401639344262294
10743,3.131578947368421
10744,7.5
10745,4.11573033707864
10746,5.599825052484283
10747,5.599825052484283
10748,5.599825052484283
10749,2.7563636363636363
10750,4.823232323232325
10751,5.113714285714281
10752,4.665909090909093
10753,3.30625
10754,5.599825052484283
10755,2.7563636363636363
10756,5.113714285714281
10757,4.332231404958679
10758,5.401639344262294
10759,5.599825052484283
10760,3.9800000000000004
10761,5.599825052484283
10762,5.599825052484283
10763,5.599825052484283
10764,5.599825052484283
10765,4.11573033707864
10766,5.599825052484283
10767,2.5051813471502613
10768,5.401639344262294
10769,5.599825052484283
10770,5.599825052484283
10771,4.11573033707864
10772,5.599825052484283
10773,5.599825052484283
10774,4.823232323232325
10775,3.1500000000000004
10776,2.5051813471502613
10777,5.599825052484283
10778,5.599825052484283
10779,5.599825052484283
10780,5.599825052484283
10781,5.599825052484283
10782,5.113714285714281
10783,4.11573033707864
10784,3.557142857142854
10785,2.956521739130434
10786,5.599825052484283
10787,5.599825052484283
10788,3.557142857142854
10789,4.11573033707864
10790,2.2181818181818183
10791,5.599825052484283
10792,5.599825052484283
10793,5.401639344262294
10794,2.7563636363636363
10795,2.956521739130434
10796,2.032142857142857
10797,3.557142857142854
10798,4.1333333333333355
10799,2.9758064516129035
10800,3.557142857142854
10801,5.599825052484283
10802,5.599825052484283
10803,4.1333333333333355
10804,1.525
10805,5.599825052484283
10806,5.599825052484283
10807,2.0564102564102558
10808,3.557142857142854
10809,2.2181818181818183
10810,5.599825052484283
10811,5.113714285714281
10812,5.599825052484283
10813,5.113714285714281
10814,9.642857142857142
10815,5.599825052484283
10816,5.113714285714281
10817,4.67741935483871
10818,2.463999999999999
10819,5.401639344262294
10820,5.761538461538461
10821,5.113714285714281
10822,4.332231404958679
10823,5.599825052484283
10824,4.332231404958679
10825,3.557142857142854
10826,5.599825052484283
10827,4.504477611940301
10828,4.823232323232325
10829,5.599825052484283
10830,4.823232323232325
10831,5.599825052484283
10832,5.401639344262294
10833,5.599825052484283
10834,2.7563636363636363
10835,3.557142857142854
10836,5.599825052484283
10837,4.11573033707864
10838,4.823232323232325
10839,5.599825052484283
10840,4.504477611940301
10841,3.3187499999999996
10842,5.599825052484283
10843,3.557142857142854
10844,3.557142857142854
10845,4.823232323232325
10846,3.131578947368421
10847,5.599825052484283
10848,5.401639344262294
10849,4.823232323232325
10850,5.599825052484283
10851,2.5051813471502613
10852,5.599825052484283
10853,5.599825052484283
10854,5.599825052484283
10855,5.599825052484283
10856,5.599825052484283
10857,5.113714285714281
10858,5.599825052484283
10859,3.131578947368421
10860,5.599825052484283
10861,5.599825052484283
10862,3.161538461538462
10863,9.642857142857142
10864,5.599825052484283
10865,5.401639344262294
10866,5.599825052484283
10867,5.599825052484283
10868,5.113714285714281
10869,5.599825052484283
10870,5.599825052484283
10871,5.599825052484283
10872,3.4333333333333336
10873,4.67741935483871
10874,5.599825052484283
10875,4.823232323232325
10876,5.599825052484283
10877,5.113714285714281
10878,4.11573033707864
10879,3.131578947368421
10880,5.599825052484283
10881,5.599825052484283
10882,5.599825052484283
10883,4.11573033707864
10884,5.599825052484283
10885,5.761538461538461
10886,4.665909090909093
10887,5.599825052484283
10888,5.599825052484283
10889,5.599825052484283
10890,4.332231404958679
10891,5.599825052484283
10892,5.599825052484283
10893,4.823232323232325
10894,3.557142857142854
10895,4.1333333333333355
10896,5.401639344262294
10897,5.599825052484283
10898,2.9028571428571417
10899,3.30625
10900,2.0564102564102558
10901,2.3666666666666667
10902,5.599825052484283
10903,4.11573033707864
10904,3.9800000000000004
10905,3.3
10906,3.185714285714286
10907,2.463999999999999
10908,5.401639344262294
10909,3.4
10910,4.504477611940301
10911,3.30625
10912,5.599825052484283
10913,5.599825052484283
10914,5.599825052484283
10915,5.599825052484283
10916,5.599825052484283
10917,5.599825052484283
10918,5.113714285714281
10919,3.557142857142854
10920,5.401639344262294
10921,2.5051813471502613
10922,5.599825052484283
10923,2.5051813471502613
10924,5.599825052484283
10925,5.599825052484283
10926,3.557142857142854
10927,5.599825052484283
10928,2.5051813471502613
10929,5.599825052484283
10930,5.599825052484283
10931,4.823232323232325
10932,2.7563636363636363
10933,5.113714285714281
10934,5.599825052484283
10935,5.599825052484283
10936,4.1333333333333355
10937,2.9028571428571417
10938,4.1333333333333355
10939,2.9758064516129035
10940,5.599825052484283
10941,2.9758064516129035
10942,5.401639344262294
10943,3.557142857142854
10944,4.332231404958679
10945,5.599825052484283
10946,4.67741935483871
10947,4.11573033707864
10948,5.599825052484283
10949,5.599825052484283
10950,5.599825052484283
10951,3.4333333333333336
10952,3.557142857142854
10953,4.332231404958679
10954,2.5051813471502613
10955,5.599825052484283
10956,5.599825052484283
10957,5.599825052484283
10958,2.032142857142857
10959,5.599825052484283
10960,5.599825052484283
10961,5.599825052484283
10962,3.557142857142854
10963,5.599825052484283
10964,3.131578947368421
10965,5.599825052484283
10966,4.332231404958679
10967,5.599825052484283
10968,4.1333333333333355
10969,5.599825052484283
10970,4.11573033707864
10971,5.401639344262294
10972,5.599825052484283
10973,3.557142857142854
10974,4.332231404958679
10975,3.30625
10976,5.599825052484283
10977,5.113714285714281
10978,5.599825052484283
10979,5.599825052484283
10980,3.3187499999999996
10981,5.113714285714281
10982,2.7563636363636363
10983,2.7563636363636363
10984,5.401639344262294
10985,3.30625
10986,5.599825052484283
10987,4.332231404958679
10988,5.599825052484283
10989,5.401639344262294
10990,5.599825052484283
10991,5.599825052484283
10992,5.599825052484283
10993,5.599825052484283
10994,5.599825052484283
10995,3.557142857142854
10996,5.113714285714281
10997,5.599825052484283
10998,5.599825052484283
10999,5.599825052484283
11000,3.557142857142854
11001,4.332231404958679
11002,2.956521739130434
11003,4.11573033707864
11004,5.599825052484283
11005,4.332231404958679
11006,5.401639344262294
11007,5.599825052484283
11008,4.823232323232325
11009,2.0564102564102558
11010,4.1333333333333355
11011,5.5
11012,4.823232323232325
11013,5.599825052484283
11014,4.8
11015,5.401639344262294
11016,5.599825052484283
11017,3.3187499999999996
11018,5.113714285714281
11019,5.113714285714281
11020,4.11573033707864
11021,2.9758064516129035
11022,4.67741935483871
11023,5.599825052484283
11024,4.823232323232325
11025,5.599825052484283
11026,4.1333333333333355
11027,5.599825052484283
11028,5.599825052484283
11029,5.599825052484283
11030,5.599825052484283
11031,5.401639344262294
11032,4.823232323232325
11033,5.599825052484283
11034,4.11573033707864
11035,5.599825052484283
11036,5.599825052484283
11037,4.823232323232325
11038,5.599825052484283
11039,2.7563636363636363
11040,5.599825052484283
11041,5.113714285714281
11042,4.1333333333333355
11043,5.599825052484283
11044,9.642857142857142
11045,2.956521739130434
11046,3.557142857142854
11047,2.463999999999999
11048,5.599825052484283
11049,5.599825052484283
11050,5.599825052484283
11051,3.557142857142854
11052,5.599825052484283
11053,3.557142857142854
11054,5.599825052484283
11055,5.401639344262294
11056,9.642857142857142
11057,3.557142857142854
11058,4.1333333333333355
11059,4.11573033707864
11060,4.1333333333333355
11061,4.11573033707864
11062,5.599825052484283
11063,3.557142857142854
11064,4.504477611940301
11065,5.599825052484283
11066,5.599825052484283
11067,5.599825052484283
11068,3.131578947368421
11069,4.11573033707864
11070,3.557142857142854
11071,4.8
11072,5.599825052484283
11073,5.599825052484283
11074,5.599825052484283
11075,4.11573033707864
11076,5.599825052484283
11077,5.599825052484283
11078,5.599825052484283
11079,5.599825052484283
11080,4.665909090909093
11081,2.5051813471502613
11082,4.332231404958679
11083,3.557142857142854
11084,5.113714285714281
11085,4.332231404958679
11086,5.401639344262294
11087,5.599825052484283
11088,3.557142857142854
11089,4.11573033707864
11090,3.557142857142854
11091,5.599825052484283
11092,5.113714285714281
11093,5.599825052484283
11094,5.599825052484283
11095,5.599825052484283
11096,3.557142857142854
11097,4.823232323232325
11098,4.11573033707864
11099,5.113714285714281
11100,4.665909090909093
11101,2.2818181818181817
11102,5.599825052484283
11103,3.557142857142854
11104,5.599825052484283
11105,5.599825052484283
11106,5.599825052484283
11107,4.1333333333333355
11108,3.3666666666666667
11109,5.599825052484283
11110,4.332231404958679
11111,5.599825052484283
11112,2.5051813471502613
11113,5.599825052484283
11114,2.5051813471502613
11115,5.599825052484283
11116,5.599825052484283
11117,5.761538461538461
11118,5.599825052484283
11119,2.5051813471502613
11120,4.11573033707864
11121,5.599825052484283
11122,4.1333333333333355
11123,5.599825052484283
11124,5.599825052484283
11125,5.599825052484283
11126,5.113714285714281
11127,5.599825052484283
11128,2.2181818181818183
11129,5.599825052484283
11130,3.9800000000000004
11131,5.599825052484283
11132,5.599825052484283
11133,5.599825052484283
11134,4.11573033707864
11135,2.9758064516129035
11136,3.9200000000000004
11137,5.599825052484283
11138,4.11573033707864
11139,5.599825052484283
11140,4.504477611940301
11141,4.332231404958679
11142,4.11573033707864
11143,5.599825052484283
11144,5.113714285714281
11145,2.9571428571428577
11146,3.557142857142854
11147,4.332231404958679
11148,5.401639344262294
11149,5.401639344262294
11150,5.113714285714281
11151,2.463999999999999
11152,5.599825052484283
11153,5.599825052484283
11154,5.113714285714281
11155,3.557142857142854
11156,4.8
11157,5.599825052484283
11158,3.557142857142854
11159,5.401639344262294
11160,5.599825052484283
11161,3.557142857142854
11162,5.599825052484283
11163,3.557142857142854
11164,5.599825052484283
11165,4.8
11166,2.87037037037037
11167,5.599825052484283
11168,3.557142857142854
11169,3.557142857142854
11170,2.7563636363636363
11171,3.557142857142854
11172,4.1333333333333355
11173,4.352941176470587
11174,2.5051813471502613
11175,5.113714285714281
11176,5.599825052484283
11177,4.11573033707864
11178,3.9800000000000004
11179,5.113714285714281
11180,5.599825052484283
11181,5.599825052484283
11182,5.599825052484283
11183,5.599825052484283
11184,5.401639344262294
11185,5.599825052484283
11186,2.2181818181818183
11187,5.599825052484283
11188,5.599825052484283
11189,5.599825052484283
11190,3.557142857142854
11191,4.665909090909093
11192,5.599825052484283
11193,5.599825052484283
11194,5.599825052484283
11195,5.113714285714281
11196,5.599825052484283
11197,2.3111111111111113
11198,4.332231404958679
11199,5.599825052484283
11200,5.599825052484283
11201,2.2818181818181817
11202,5.599825052484283
11203,4.332231404958679
11204,4.1333333333333355
11205,5.599825052484283
11206,5.599825052484283
11207,5.599825052484283
11208,5.92
11209,5.599825052484283
11210,5.599825052484283
11211,3.557142857142854
11212,2.463999999999999
11213,2.463999999999999
11214,5.599825052484283
11215,5.599825052484283
11216,4.11573033707864
11217,3.557142857142854
11218,5.401639344262294
11219,4.665909090909093
11220,4.665909090909093
11221,5.599825052484283
11222,5.599825052484283
11223,5.599825052484283
11224,5.599825052484283
11225,5.113714285714281
11226,5.599825052484283
11227,2.9758064516129035
11228,2.87037037037037
11229,4.67741935483871
11230,4.8
11231,5.599825052484283
11232,5.599825052484283
11233,4.11573033707864
11234,2.463999999999999
11235,5.113714285714281
11236,2.2818181818181817
11237,5.599825052484283
11238,5.599825052484283
11239,5.599825052484283
11240,5.599825052484283
11241,2.5051813471502613
11242,5.599825052484283
11243,5.599825052484283
11244,5.599825052484283
11245,4.67741935483871
11246,5.599825052484283
11247,4.1333333333333355
11248,2.0564102564102558
11249,4.11573033707864
11250,5.599825052484283
11251,7.5
11252,4.8
11253,5.599825052484283
11254,5.5
11255,5.599825052484283
11256,5.599825052484283
11257,3.557142857142854
11258,4.11573033707864
11259,3.131578947368421
11260,5.599825052484283
11261,5.113714285714281
11262,2.5051813471502613
11263,4.8
11264,4.332231404958679
11265,5.599825052484283
11266,5.599825052484283
11267,2.5051813471502613
11268,5.599825052484283
11269,5.599825052484283
11270,2.7563636363636363
11271,5.599825052484283
11272,5.599825052484283
11273,2.2181818181818183
11274,5.599825052484283
11275,4.1333333333333355
11276,5.599825052484283
11277,5.599825052484283
11278,3.557142857142854
11279,5.599825052484283
11280,5.5
11281,5.599825052484283
11282,5.599825052484283
11283,3.557142857142854
11284,4.11573033707864
11285,5.599825052484283
11286,5.599825052484283
11287,5.599825052484283
11288,2.5051813471502613
11289,4.11573033707864
11290,2.463999999999999
11291,5.599825052484283
11292,2.5051813471502613
11293,2.5051813471502613
11294,2.9028571428571417
11295,5.599825052484283
11296,3.131578947368421
11297,3.15
11298,5.599825052484283
11299,2.5051813471502613
11300,5.599825052484283
11301,5.599825052484283
11302,4.332231404958679
11303,5.599825052484283
11304,5.599825052484283
11305,4.504477611940301
11306,2.9028571428571417
11307,5.113714285714281
11308,6.5
11309,4.1333333333333355
11310,5.599825052484283
11311,5.599825052484283
11312,4.504477611940301
11313,4.11573033707864
11314,5.599825052484283
11315,3.557142857142854
11316,5.599825052484283
11317,5.599825052484283
11318,5.599825052484283
11319,4.11573033707864
11320,5.599825052484283
11321,5.599825052484283
11322,5.599825052484283
11323,5.599825052484283
11324,4.11573033707864
11325,5.599825052484283
11326,3.557142857142854
11327,2.5051813471502613
11328,4.823232323232325
11329,3.131578947368421
11330,5.599825052484283
11331,4.823232323232325
11332,3.557142857142854
11333,5.599825052484283
11334,4.823232323232325
11335,5.599825052484283
11336,3.557142857142854
11337,5.599825052484283
11338,4.332231404958679
11339,2.87037037037037
11340,3.15
11341,5.599825052484283
11342,5.5
11343,4.11573033707864
11344,5.599825052484283
11345,3.557142857142854
11346,5.599825052484283
11347,4.11573033707864
11348,5.599825052484283
11349,5.113714285714281
11350,4.11573033707864
11351,4.11573033707864
11352,5.599825052484283
